group,subgroup,month,services
M8 Pregnancy Support Counselling,1 No subgroup,Nov-17,90
M8 Pregnancy Support Counselling,1 No subgroup,Dec-17,93
M8 Pregnancy Support Counselling,1 No subgroup,Jan-18,101
M8 Pregnancy Support Counselling,1 No subgroup,Feb-18,105
M8 Pregnancy Support Counselling,1 No subgroup,Mar-18,115
M8 Pregnancy Support Counselling,1 No subgroup,Apr-18,52
M8 Pregnancy Support Counselling,1 No subgroup,May-18,98
M8 Pregnancy Support Counselling,1 No subgroup,Jun-18,136
M8 Pregnancy Support Counselling,1 No subgroup,Jul-18,115
M8 Pregnancy Support Counselling,1 No subgroup,Aug-18,166
M8 Pregnancy Support Counselling,1 No subgroup,Sep-18,131
M8 Pregnancy Support Counselling,1 No subgroup,Oct-18,173
M8 Pregnancy Support Counselling,1 No subgroup,Nov-18,141
M8 Pregnancy Support Counselling,1 No subgroup,Dec-18,121
M8 Pregnancy Support Counselling,1 No subgroup,Jan-19,76
M8 Pregnancy Support Counselling,1 No subgroup,Feb-19,103
M8 Pregnancy Support Counselling,1 No subgroup,Mar-19,95
M8 Pregnancy Support Counselling,1 No subgroup,Apr-19,111
M8 Pregnancy Support Counselling,1 No subgroup,May-19,128
M8 Pregnancy Support Counselling,1 No subgroup,Jun-19,101
M8 Pregnancy Support Counselling,1 No subgroup,Jul-19,113
M8 Pregnancy Support Counselling,1 No subgroup,Aug-19,162
M8 Pregnancy Support Counselling,1 No subgroup,Sep-19,140
M8 Pregnancy Support Counselling,1 No subgroup,Oct-19,148
M8 Pregnancy Support Counselling,1 No subgroup,Nov-19,139
M8 Pregnancy Support Counselling,1 No subgroup,Dec-19,127
M8 Pregnancy Support Counselling,1 No subgroup,Jan-20,84
M8 Pregnancy Support Counselling,1 No subgroup,Feb-20,87
M8 Pregnancy Support Counselling,1 No subgroup,Mar-20,61
M9 Allied Health Group Services,1 No subgroup,May-07,6
M9 Allied Health Group Services,1 No subgroup,Jun-07,120
M9 Allied Health Group Services,1 No subgroup,Jul-07,338
M9 Allied Health Group Services,1 No subgroup,Aug-07,474
M9 Allied Health Group Services,1 No subgroup,Sep-07,622
M9 Allied Health Group Services,1 No subgroup,Oct-07,905
M9 Allied Health Group Services,1 No subgroup,Nov-07,"1,268"
M9 Allied Health Group Services,1 No subgroup,Dec-07,"1,155"
M9 Allied Health Group Services,1 No subgroup,Jan-08,666
M9 Allied Health Group Services,1 No subgroup,Feb-08,637
M9 Allied Health Group Services,1 No subgroup,Mar-08,737
M9 Allied Health Group Services,1 No subgroup,Apr-08,"1,120"
M9 Allied Health Group Services,1 No subgroup,May-08,"1,343"
M9 Allied Health Group Services,1 No subgroup,Jun-08,"1,237"
M9 Allied Health Group Services,1 No subgroup,Jul-08,"1,707"
M9 Allied Health Group Services,1 No subgroup,Aug-08,"1,196"
M9 Allied Health Group Services,1 No subgroup,Sep-08,"1,309"
M9 Allied Health Group Services,1 No subgroup,Oct-08,"1,717"
M9 Allied Health Group Services,1 No subgroup,Nov-08,"1,230"
M9 Allied Health Group Services,1 No subgroup,Dec-08,"1,275"
M9 Allied Health Group Services,1 No subgroup,Jan-09,779
M9 Allied Health Group Services,1 No subgroup,Feb-09,"1,108"
M9 Allied Health Group Services,1 No subgroup,Mar-09,"1,502"
M9 Allied Health Group Services,1 No subgroup,Apr-09,"1,952"
M9 Allied Health Group Services,1 No subgroup,May-09,"2,235"
M9 Allied Health Group Services,1 No subgroup,Jun-09,"1,887"
M9 Allied Health Group Services,1 No subgroup,Jul-09,"2,268"
M9 Allied Health Group Services,1 No subgroup,Aug-09,"2,612"
M9 Allied Health Group Services,1 No subgroup,Sep-09,"2,667"
M9 Allied Health Group Services,1 No subgroup,Oct-09,"2,204"
M9 Allied Health Group Services,1 No subgroup,Nov-09,"1,954"
M9 Allied Health Group Services,1 No subgroup,Dec-09,"2,334"
M9 Allied Health Group Services,1 No subgroup,Jan-10,"1,495"
M9 Allied Health Group Services,1 No subgroup,Feb-10,"2,042"
M9 Allied Health Group Services,1 No subgroup,Mar-10,"2,916"
M9 Allied Health Group Services,1 No subgroup,Apr-10,"2,329"
M9 Allied Health Group Services,1 No subgroup,May-10,"2,700"
M9 Allied Health Group Services,1 No subgroup,Jun-10,"2,761"
M9 Allied Health Group Services,1 No subgroup,Jul-10,"2,601"
M9 Allied Health Group Services,1 No subgroup,Aug-10,"2,787"
M9 Allied Health Group Services,1 No subgroup,Sep-10,"3,307"
M9 Allied Health Group Services,1 No subgroup,Oct-10,"2,707"
M9 Allied Health Group Services,1 No subgroup,Nov-10,"3,089"
M9 Allied Health Group Services,1 No subgroup,Dec-10,"2,600"
M9 Allied Health Group Services,1 No subgroup,Jan-11,"1,868"
M9 Allied Health Group Services,1 No subgroup,Feb-11,"2,489"
M9 Allied Health Group Services,1 No subgroup,Mar-11,"3,747"
M9 Allied Health Group Services,1 No subgroup,Apr-11,"3,419"
M9 Allied Health Group Services,1 No subgroup,May-11,"3,626"
M9 Allied Health Group Services,1 No subgroup,Jun-11,"3,572"
M9 Allied Health Group Services,1 No subgroup,Jul-11,"3,663"
M9 Allied Health Group Services,1 No subgroup,Aug-11,"3,590"
M9 Allied Health Group Services,1 No subgroup,Sep-11,"3,815"
M9 Allied Health Group Services,1 No subgroup,Oct-11,"3,687"
M9 Allied Health Group Services,1 No subgroup,Nov-11,"3,628"
M9 Allied Health Group Services,1 No subgroup,Dec-11,"2,868"
M9 Allied Health Group Services,1 No subgroup,Jan-12,"1,956"
M9 Allied Health Group Services,1 No subgroup,Feb-12,"3,620"
M9 Allied Health Group Services,1 No subgroup,Mar-12,"4,381"
M9 Allied Health Group Services,1 No subgroup,Apr-12,"3,216"
M9 Allied Health Group Services,1 No subgroup,May-12,"4,802"
M9 Allied Health Group Services,1 No subgroup,Jun-12,"4,483"
M9 Allied Health Group Services,1 No subgroup,Jul-12,"4,363"
M9 Allied Health Group Services,1 No subgroup,Aug-12,"4,017"
M9 Allied Health Group Services,1 No subgroup,Sep-12,"3,156"
M9 Allied Health Group Services,1 No subgroup,Oct-12,"3,341"
M9 Allied Health Group Services,1 No subgroup,Nov-12,"3,318"
M9 Allied Health Group Services,1 No subgroup,Dec-12,"2,606"
M9 Allied Health Group Services,1 No subgroup,Jan-13,"1,917"
M9 Allied Health Group Services,1 No subgroup,Feb-13,"3,063"
M9 Allied Health Group Services,1 No subgroup,Mar-13,"3,607"
M9 Allied Health Group Services,1 No subgroup,Apr-13,"3,864"
M9 Allied Health Group Services,1 No subgroup,May-13,"4,649"
M9 Allied Health Group Services,1 No subgroup,Jun-13,"4,331"
M9 Allied Health Group Services,1 No subgroup,Jul-13,"4,892"
M9 Allied Health Group Services,1 No subgroup,Aug-13,"4,564"
M9 Allied Health Group Services,1 No subgroup,Sep-13,"4,730"
M9 Allied Health Group Services,1 No subgroup,Oct-13,"4,642"
M9 Allied Health Group Services,1 No subgroup,Nov-13,"5,495"
M9 Allied Health Group Services,1 No subgroup,Dec-13,"4,751"
M9 Allied Health Group Services,1 No subgroup,Jan-14,"2,584"
M9 Allied Health Group Services,1 No subgroup,Feb-14,"4,556"
M9 Allied Health Group Services,1 No subgroup,Mar-14,"6,125"
M9 Allied Health Group Services,1 No subgroup,Apr-14,"6,026"
M9 Allied Health Group Services,1 No subgroup,May-14,"6,045"
M9 Allied Health Group Services,1 No subgroup,Jun-14,"5,450"
M9 Allied Health Group Services,1 No subgroup,Jul-14,"5,243"
M9 Allied Health Group Services,1 No subgroup,Aug-14,"5,619"
M9 Allied Health Group Services,1 No subgroup,Sep-14,"5,314"
M9 Allied Health Group Services,1 No subgroup,Oct-14,"5,383"
M9 Allied Health Group Services,1 No subgroup,Nov-14,"5,569"
M9 Allied Health Group Services,1 No subgroup,Dec-14,"4,929"
M9 Allied Health Group Services,1 No subgroup,Jan-15,"2,970"
M9 Allied Health Group Services,1 No subgroup,Feb-15,"4,477"
M9 Allied Health Group Services,1 No subgroup,Mar-15,"6,152"
M9 Allied Health Group Services,1 No subgroup,Apr-15,"5,585"
M9 Allied Health Group Services,1 No subgroup,May-15,"5,829"
M9 Allied Health Group Services,1 No subgroup,Jun-15,"5,552"
M9 Allied Health Group Services,1 No subgroup,Jul-15,"5,397"
M9 Allied Health Group Services,1 No subgroup,Aug-15,"5,644"
M9 Allied Health Group Services,1 No subgroup,Sep-15,"4,851"
M9 Allied Health Group Services,1 No subgroup,Oct-15,"5,389"
M9 Allied Health Group Services,1 No subgroup,Nov-15,"5,805"
M9 Allied Health Group Services,1 No subgroup,Dec-15,"3,740"
M9 Allied Health Group Services,1 No subgroup,Jan-16,"3,278"
M9 Allied Health Group Services,1 No subgroup,Feb-16,"5,161"
M9 Allied Health Group Services,1 No subgroup,Mar-16,"6,299"
M9 Allied Health Group Services,1 No subgroup,Apr-16,"6,298"
M9 Allied Health Group Services,1 No subgroup,May-16,"6,236"
M9 Allied Health Group Services,1 No subgroup,Jun-16,"5,787"
M9 Allied Health Group Services,1 No subgroup,Jul-16,"5,880"
M9 Allied Health Group Services,1 No subgroup,Aug-16,"6,581"
M9 Allied Health Group Services,1 No subgroup,Sep-16,"5,128"
M9 Allied Health Group Services,1 No subgroup,Oct-16,"6,188"
M9 Allied Health Group Services,1 No subgroup,Nov-16,"6,245"
M9 Allied Health Group Services,1 No subgroup,Dec-16,"4,693"
M9 Allied Health Group Services,1 No subgroup,Jan-17,"3,786"
M9 Allied Health Group Services,1 No subgroup,Feb-17,"5,854"
M9 Allied Health Group Services,1 No subgroup,Mar-17,"7,693"
M9 Allied Health Group Services,1 No subgroup,Apr-17,"6,100"
M9 Allied Health Group Services,1 No subgroup,May-17,"7,333"
M9 Allied Health Group Services,1 No subgroup,Jun-17,"6,903"
M9 Allied Health Group Services,1 No subgroup,Jul-17,"7,050"
M9 Allied Health Group Services,1 No subgroup,Aug-17,"6,875"
M9 Allied Health Group Services,1 No subgroup,Sep-17,"5,427"
M9 Allied Health Group Services,1 No subgroup,Oct-17,"5,643"
M9 Allied Health Group Services,1 No subgroup,Nov-17,"6,648"
M9 Allied Health Group Services,1 No subgroup,Dec-17,"5,095"
M9 Allied Health Group Services,1 No subgroup,Jan-18,"4,559"
M9 Allied Health Group Services,1 No subgroup,Feb-18,"6,237"
M9 Allied Health Group Services,1 No subgroup,Mar-18,"8,025"
M9 Allied Health Group Services,1 No subgroup,Apr-18,"6,823"
M9 Allied Health Group Services,1 No subgroup,May-18,"8,449"
M9 Allied Health Group Services,1 No subgroup,Jun-18,"8,164"
M9 Allied Health Group Services,1 No subgroup,Jul-18,"7,156"
M9 Allied Health Group Services,1 No subgroup,Aug-18,"7,812"
M9 Allied Health Group Services,1 No subgroup,Sep-18,"6,437"
M9 Allied Health Group Services,1 No subgroup,Oct-18,"6,997"
M9 Allied Health Group Services,1 No subgroup,Nov-18,"6,960"
M9 Allied Health Group Services,1 No subgroup,Dec-18,"5,379"
M9 Allied Health Group Services,1 No subgroup,Jan-19,"4,845"
M9 Allied Health Group Services,1 No subgroup,Feb-19,"6,654"
M9 Allied Health Group Services,1 No subgroup,Mar-19,"8,326"
M9 Allied Health Group Services,1 No subgroup,Apr-19,"7,997"
M9 Allied Health Group Services,1 No subgroup,May-19,"8,750"
M9 Allied Health Group Services,1 No subgroup,Jun-19,"6,929"
M9 Allied Health Group Services,1 No subgroup,Jul-19,"7,933"
M9 Allied Health Group Services,1 No subgroup,Aug-19,"6,725"
M9 Allied Health Group Services,1 No subgroup,Sep-19,"5,865"
M9 Allied Health Group Services,1 No subgroup,Oct-19,"7,087"
M9 Allied Health Group Services,1 No subgroup,Nov-19,"6,653"
M9 Allied Health Group Services,1 No subgroup,Dec-19,"5,694"
M9 Allied Health Group Services,1 No subgroup,Jan-20,"4,359"
M9 Allied Health Group Services,1 No subgroup,Feb-20,"7,295"
M9 Allied Health Group Services,1 No subgroup,Mar-20,"6,497"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jul-08,34
M10 Pervasive Developmental Disorder Services,1 No subgroup,Aug-08,281
M10 Pervasive Developmental Disorder Services,1 No subgroup,Sep-08,696
M10 Pervasive Developmental Disorder Services,1 No subgroup,Oct-08,"1,427"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Nov-08,"2,245"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Dec-08,"2,511"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jan-09,"1,741"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Feb-09,"2,858"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Mar-09,"3,669"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Apr-09,"3,273"
M10 Pervasive Developmental Disorder Services,1 No subgroup,May-09,"4,074"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jun-09,"4,340"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jul-09,"3,993"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Aug-09,"4,457"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Sep-09,"4,789"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Oct-09,"4,242"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Nov-09,"4,507"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Dec-09,"4,142"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jan-10,"1,721"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Feb-10,"3,070"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Mar-10,"4,031"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Apr-10,"2,884"
M10 Pervasive Developmental Disorder Services,1 No subgroup,May-10,"3,487"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jun-10,"3,564"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jul-10,"3,156"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Aug-10,"3,450"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Sep-10,"3,218"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Oct-10,"2,997"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Nov-10,"3,593"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Dec-10,"2,885"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jan-11,"1,400"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Feb-11,"2,368"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Mar-11,"3,259"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Apr-11,"2,514"
M10 Pervasive Developmental Disorder Services,1 No subgroup,May-11,"3,078"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jun-11,"3,152"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jul-11,"2,699"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Aug-11,"3,504"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Sep-11,"3,483"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Oct-11,"3,170"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Nov-11,"4,127"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Dec-11,"3,599"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jan-12,"1,917"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Feb-12,"3,029"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Mar-12,"3,558"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Apr-12,"2,600"
M10 Pervasive Developmental Disorder Services,1 No subgroup,May-12,"3,694"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jun-12,"3,509"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jul-12,"2,974"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Aug-12,"3,715"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Sep-12,"3,557"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Oct-12,"3,765"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Nov-12,"4,148"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Dec-12,"3,366"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jan-13,"1,957"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Feb-13,"2,697"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Mar-13,"3,129"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Apr-13,"2,980"
M10 Pervasive Developmental Disorder Services,1 No subgroup,May-13,"3,953"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jun-13,"3,647"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jul-13,"3,463"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Aug-13,"3,783"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Sep-13,"3,530"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Oct-13,"3,669"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Nov-13,"4,208"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Dec-13,"3,592"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jan-14,"2,215"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Feb-14,"2,689"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Mar-14,"3,240"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Apr-14,"2,809"
M10 Pervasive Developmental Disorder Services,1 No subgroup,May-14,"3,653"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jun-14,"3,748"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jul-14,"3,309"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Aug-14,"3,777"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Sep-14,"3,835"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Oct-14,"4,023"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Nov-14,"4,112"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Dec-14,"3,505"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jan-15,"1,959"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Feb-15,"3,052"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Mar-15,"3,486"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Apr-15,"3,059"
M10 Pervasive Developmental Disorder Services,1 No subgroup,May-15,"3,759"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jun-15,"3,902"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jul-15,"3,673"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Aug-15,"3,773"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Sep-15,"3,611"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Oct-15,"4,131"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Nov-15,"4,540"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Dec-15,"4,109"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Jan-16,"2,042"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Feb-16,"3,273"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Mar-16,"3,408"
M10 Pervasive Developmental Disorder Services,1 No subgroup,Apr-16,"3,551"
M10 Pervasive Developmental Disorder Services,1 No subgroup,May-16,"4,371"
